"Country","Schedule","Tax Base","Rates and thresholds","Year","Unit","PowerCode","Reference Period","Value","Flags"
"Germany","1","Annual gross earnings","02 Lower threshold","2001",,"Units",,40034.2,
"Germany","1","Annual gross earnings","02 Lower threshold","2002",,"Units",,40500,
"Germany","1","Annual gross earnings","02 Lower threshold","2003",,"Units",,41400,
"Germany","1","Annual gross earnings","02 Lower threshold","2004",,"Units",,41850,
"Germany","1","Annual gross earnings","02 Lower threshold","2005",,"Units",,42300,
"Germany","1","Annual gross earnings","02 Lower threshold","2006",,"Units",,42750,
"Germany","1","Annual gross earnings","02 Lower threshold","2007",,"Units",,42750,
"Germany","1","Annual gross earnings","02 Lower threshold","2008",,"Units",,43200,
"Germany","1","Annual gross earnings","02 Lower threshold","2009",,"Units",,44100,
"Germany","1","Annual gross earnings","02 Lower threshold","2010",,"Units",,45000,
"Germany","1","Annual gross earnings","02 Lower threshold","2011",,"Units",,44550,
"Germany","1","Annual gross earnings","02 Lower threshold","2012",,"Units",,45900,
"Germany","1","Annual gross earnings","02 Lower threshold","2013",,"Units",,47250,
"Germany","1","Annual gross earnings","02 Lower threshold","2014",,"Units",,48600,
"Germany","1","Annual gross earnings","02 Lower threshold","2015",,"Units",,49500,
"Germany","1","Annual gross earnings","02 Lower threshold","2016",,"Units",,50850,
"Germany","1","Annual gross earnings","02 Lower threshold","2017",,"Units",,52200,
"Germany","1","Annual gross earnings","02 Lower threshold","2018",,"Units",,52100,
"Germany","1","Annual gross earnings","02 Lower threshold","2019",,"Units",,54450,
"Germany","1","Annual gross earnings","02 Lower threshold","2020",,"Units",,56250,
"Germany","1","Annual gross earnings","02 Lower threshold","2021",,"Units",,58050,
"Germany","1","Annual gross earnings","02 Lower threshold","2022",,"Units",,58050,
"Germany","1","Annual gross earnings","02 Upper threshold","2000",,"Units",,52765.3,
"Germany","1","Annual gross earnings","02 Upper threshold","2001",,"Units",,53378.9,
"Germany","1","Annual gross earnings","02 Upper threshold","2002",,"Units",,54000,
"Germany","1","Annual gross earnings","02 Upper threshold","2003",,"Units",,61200,
"Germany","1","Annual gross earnings","02 Upper threshold","2004",,"Units",,61800,
"Germany","1","Annual gross earnings","02 Upper threshold","2005",,"Units",,62400,
"Germany","1","Annual gross earnings","02 Upper threshold","2006",,"Units",,63000,
"Germany","1","Annual gross earnings","02 Upper threshold","2007",,"Units",,63000,
"Germany","1","Annual gross earnings","02 Upper threshold","2008",,"Units",,63600,
"Germany","1","Annual gross earnings","02 Upper threshold","2009",,"Units",,64800,
"Germany","1","Annual gross earnings","02 Upper threshold","2010",,"Units",,66000,
"Germany","1","Annual gross earnings","02 Upper threshold","2011",,"Units",,66000,
"Germany","1","Annual gross earnings","02 Upper threshold","2012",,"Units",,67200,
"Germany","1","Annual gross earnings","02 Upper threshold","2013",,"Units",,69600,
"Germany","1","Annual gross earnings","02 Upper threshold","2014",,"Units",,71400,
"Germany","1","Annual gross earnings","02 Upper threshold","2015",,"Units",,72600,
"Germany","1","Annual gross earnings","02 Upper threshold","2016",,"Units",,74400,
"Germany","1","Annual gross earnings","02 Upper threshold","2017",,"Units",,76200,
"Germany","1","Annual gross earnings","02 Upper threshold","2018",,"Units",,78000,
"Germany","1","Annual gross earnings","02 Upper threshold","2019",,"Units",,80400,
"Germany","1","Annual gross earnings","02 Upper threshold","2020",,"Units",,82800,
"Germany","1","Annual gross earnings","02 Upper threshold","2021",,"Units",,85200,
"Germany","1","Annual gross earnings","02 Upper threshold","2022",,"Units",,84600,
"Germany","1","Annual gross earnings","Maximum contribution","2000",,"Units",,9814.3401,
"Germany","1","Annual gross earnings","Maximum contribution","2001",,"Units",,9988.5286,
"Germany","1","Annual gross earnings","Maximum contribution","2002",,"Units",,10091.25,
"Germany","1","Annual gross earnings","Maximum contribution","2003",,"Units",,11268,
"Germany","1","Annual gross earnings","Maximum contribution","2004",,"Units",,11319.225,
"Germany","1","Annual gross earnings","Maximum contribution","2005",,"Units",,11474.85,
"Germany","1","Annual gross earnings","Maximum contribution","2006",,"Units",,11802.375,
"Germany","1","Annual gross earnings","Maximum contribution","2007",,"Units",,11374.875,
"Germany","1","Annual gross earnings","Maximum contribution","2008",,"Units",,11157.6,
"Germany","1","Annual gross earnings","Maximum contribution","2009",,"Units",,11400.975,
"Germany","1","Annual gross earnings","Maximum contribution","2010",,"Units",,11484.75,
"Germany","1","Annual gross earnings","Maximum contribution","2011",,"Units",,11644.4625,
"Germany","1","Annual gross earnings","Maximum contribution","2012",,"Units",,11804.925,
"Germany","1","Annual gross earnings","Maximum contribution","2013",,"Units",,11980.0125,
"Germany","1","Annual gross earnings","Maximum contribution","2014",,"Units",,12301.65,
"Germany","1","Annual gross earnings","Maximum contribution","2015",,"Units",,12517.725,
"Germany","1","Annual gross earnings","Maximum contribution","2016",,"Units",,12941.2875,
"Germany","1","Annual gross earnings","Maximum contribution","2017",,"Units",,13318.05,
"Germany","1","Annual gross earnings","Maximum contribution","2018",,"Units",,13412.575,
"Germany","1","Annual gross earnings","Maximum contribution","2019",,"Units",,13532.4375,
"Germany","1","Annual gross earnings","Maximum contribution","2020",,"Units",,13967.4375,
"Germany","1","Annual gross earnings","Maximum contribution","2021",,"Units",,14446.2375,
"Germany","1","Annual gross earnings","Maximum contribution","2022",,"Units",,14383.2375,
"Greece","1","Monthly gross earnings","01 Marginal rate","2000",,"Units",,15.9,
"Greece","1","Monthly gross earnings","01 Marginal rate","2001",,"Units",,15.9,
"Greece","1","Monthly gross earnings","01 Marginal rate","2002",,"Units",,15.9,
"Greece","1","Monthly gross earnings","01 Marginal rate","2003",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2004",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2005",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2006",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2007",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2008",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2009",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2010",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2011",,"Units",,16.2083,
"Greece","1","Monthly gross earnings","01 Marginal rate","2012",,"Units",,16.5,
"Greece","1","Monthly gross earnings","01 Marginal rate","2013",,"Units",,16.5,
"Greece","1","Monthly gross earnings","01 Marginal rate","2014",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2015",,"Units",,15.5,
"Greece","1","Monthly gross earnings","01 Marginal rate","2016",,"Units",,15.791667,
"Greece","1","Monthly gross earnings","01 Marginal rate","2017",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2018",,"Units",,16,
"Greece","1","Monthly gross earnings","01 Marginal rate","2019",,"Units",,15.85,
"Greece","1","Monthly gross earnings","01 Marginal rate","2020",,"Units",,15.51,
"Greece","1","Monthly gross earnings","01 Marginal rate","2021",,"Units",,14.12,
"Greece","1","Monthly gross earnings","01 Marginal rate","2022",,"Units",,13.97,
"Greece","1","Monthly gross earnings","01 Lower threshold","2000",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2001",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2002",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2003",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2004",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2005",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2006",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2007",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2008",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2009",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2010",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2011",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2012",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2013",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2014",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2015",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2016",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2017",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2018",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2019",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2020",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2021",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Lower threshold","2022",,"Units",,0,
"Greece","1","Monthly gross earnings","01 Upper threshold","2000",,"Units",,1658.840714,
"Greece","1","Monthly gross earnings","01 Upper threshold","2001",,"Units",,1821,
"Greece","1","Monthly gross earnings","01 Upper threshold","2002",,"Units",,1821,
"Greece","1","Monthly gross earnings","01 Upper threshold","2003",,"Units",,1821,
"Greece","1","Monthly gross earnings","01 Upper threshold","2004",,"Units",,4525.371429,
"Greece","1","Monthly gross earnings","01 Upper threshold","2005",,"Units",,4525.371429,
"Greece","1","Monthly gross earnings","01 Upper threshold","2006",,"Units",,4525.371429,
"Greece","1","Monthly gross earnings","01 Upper threshold","2007",,"Units",,4525.371429,
"Greece","1","Monthly gross earnings","01 Upper threshold","2008",,"Units",,5438,
"Greece","1","Monthly gross earnings","01 Upper threshold","2009",,"Units",,5543.35,
"Greece","1","Monthly gross earnings","01 Upper threshold","2010",,"Units",,5546.8,
"Greece","1","Monthly gross earnings","01 Upper threshold","2011",,"Units",,5546.8,
"Greece","1","Monthly gross earnings","01 Upper threshold","2012",,"Units",,5546.8,
"Greece","1","Monthly gross earnings","01 Upper threshold","2013",,"Units",,5546.8,
"Greece","1","Monthly gross earnings","01 Upper threshold","2014",,"Units",,5546.8,
"Greece","1","Monthly gross earnings","01 Upper threshold","2015",,"Units",,5546.8,
"Greece","1","Monthly gross earnings","01 Upper threshold","2016",,"Units",,5546.8,
"Greece","1","Monthly gross earnings","01 Upper threshold","2017",,"Units",,5860.8,
"Greece","1","Monthly gross earnings","01 Upper threshold","2018",,"Units",,5860.8,
"Greece","1","Monthly gross earnings","01 Upper threshold","2019",,"Units",,6454.342857,
"Greece","1","Monthly gross earnings","01 Upper threshold","2020",,"Units",,6500,
"Greece","1","Monthly gross earnings","01 Upper threshold","2021",,"Units",,6500,
"Greece","1","Monthly gross earnings","01 Upper threshold","2022",,"Units",,6500,
"Greece","1","Monthly gross earnings","Maximum contribution","2000",,"Units",,263.755674,
"Greece","1","Monthly gross earnings","Maximum contribution","2001",,"Units",,289.539,
"Greece","1","Monthly gross earnings","Maximum contribution","2002",,"Units",,289.539,
"Greece","1","Monthly gross earnings","Maximum contribution","2003",,"Units",,291.36,
"Greece","1","Monthly gross earnings","Maximum contribution","2004",,"Units",,724.059429,
"Greece","1","Monthly gross earnings","Maximum contribution","2005",,"Units",,724.059429,
"Greece","1","Monthly gross earnings","Maximum contribution","2006",,"Units",,724.059429,
"Greece","1","Monthly gross earnings","Maximum contribution","2007",,"Units",,724.059429,
"Greece","1","Monthly gross earnings","Maximum contribution","2008",,"Units",,870.08,
"Greece","1","Monthly gross earnings","Maximum contribution","2009",,"Units",,886.936,
"Greece","1","Monthly gross earnings","Maximum contribution","2010",,"Units",,887.488,
"Greece","1","Monthly gross earnings","Maximum contribution","2011",,"Units",,899.041984,
"Greece","1","Monthly gross earnings","Maximum contribution","2012",,"Units",,915.222,
"Greece","1","Monthly gross earnings","Maximum contribution","2013",,"Units",,915.222,
"Greece","1","Monthly gross earnings","Maximum contribution","2014",,"Units",,887.488,
"Greece","1","Monthly gross earnings","Maximum contribution","2015",,"Units",,859.754,
"Greece","1","Monthly gross earnings","Maximum contribution","2016",,"Units",,875.932167,
"Greece","1","Monthly gross earnings","Maximum contribution","2017",,"Units",,937.728,
"Greece","1","Monthly gross earnings","Maximum contribution","2018",,"Units",,937.728,
"Greece","1","Monthly gross earnings","Maximum contribution","2019",,"Units",,1023.013343,
"Greece","1","Monthly gross earnings","Maximum contribution","2020",,"Units",,1008.15,
"Greece","1","Monthly gross earnings","Maximum contribution","2021",,"Units",,917.8,
"Greece","1","Monthly gross earnings","Maximum contribution","2022",,"Units",,908.05,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2000",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2001",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2002",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2003",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2004",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2005",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2006",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2007",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2008",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2009",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2010",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2011",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2012",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2013",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2014",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2015",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2016",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2017",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2018",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2019",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2020",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2021",,"Units",,100,
"Greece","1","Monthly gross earnings","% of payment given as relief from personal income tax","2022",,"Units",,100,
"Hungary","1","Annual gross earnings","01 Marginal rate","2000",,"Units",,8,
"Hungary","1","Annual gross earnings","01 Marginal rate","2001",,"Units",,8,
"Hungary","1","Annual gross earnings","01 Marginal rate","2002",,"Units",,8,
"Hungary","1","Annual gross earnings","01 Marginal rate","2003",,"Units",,8.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2004",,"Units",,8.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2005",,"Units",,8.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2006",,"Units",,8.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2007",,"Units",,8.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2008",,"Units",,9.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2009",,"Units",,9.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2010",,"Units",,9.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2011",,"Units",,10,
"Hungary","1","Annual gross earnings","01 Marginal rate","2012",,"Units",,10,
"Hungary","1","Annual gross earnings","01 Marginal rate","2013",,"Units",,18.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2014",,"Units",,18.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2015",,"Units",,18.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2016",,"Units",,18.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2017",,"Units",,18.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2018",,"Units",,18.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2019",,"Units",,18.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2020",,"Units",,18.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2021",,"Units",,18.5,
"Hungary","1","Annual gross earnings","01 Marginal rate","2022",,"Units",,18.5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2000",,"Units",,4.5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2001",,"Units",,4.5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2002",,"Units",,4.5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2003",,"Units",,4,
"Hungary","2","Annual gross earnings","01 Marginal rate","2004",,"Units",,5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2005",,"Units",,5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2006",,"Units",,5.83334,
"Hungary","2","Annual gross earnings","01 Marginal rate","2007",,"Units",,8.5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2008",,"Units",,7.5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2009",,"Units",,7.5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2010",,"Units",,7.5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2011",,"Units",,7.5,
"Hungary","2","Annual gross earnings","01 Marginal rate","2012",,"Units",,8.5,
"Hungary","1","Annual gross earnings","01 Lower threshold","2000",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2001",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2002",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2003",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2004",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2005",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2006",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2007",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2008",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2009",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2010",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2011",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Lower threshold","2012",,"Units",,0,
"Hungary","1","Annual gross earnings","01 Upper threshold","2000",,"Units",,2020320,
"Hungary","1","Annual gross earnings","01 Upper threshold","2001",,"Units",,2197300,
"Hungary","1","Annual gross earnings","01 Upper threshold","2002",,"Units",,2368850,
"Hungary","1","Annual gross earnings","01 Upper threshold","2003",,"Units",,3905500,
"Hungary","1","Annual gross earnings","01 Upper threshold","2004",,"Units",,5307000,
"Hungary","1","Annual gross earnings","01 Upper threshold","2005",,"Units",,6000600,
"Hungary","1","Annual gross earnings","01 Upper threshold","2006",,"Units",,6325450,
"Hungary","1","Annual gross earnings","01 Upper threshold","2007",,"Units",,6748850,
"Hungary","1","Annual gross earnings","01 Upper threshold","2008",,"Units",,7137000,
"Hungary","1","Annual gross earnings","01 Upper threshold","2009",,"Units",,7446000,
"Hungary","1","Annual gross earnings","01 Upper threshold","2010",,"Units",,7453300,
"Hungary","1","Annual gross earnings","01 Upper threshold","2011",,"Units",,7665000,
"Hungary","1","Annual gross earnings","01 Upper threshold","2012",,"Units",,7942200,
"Hungary","1","Annual gross earnings","Maximum contribution","2000",,"Units",,161625.6,
"Hungary","1","Annual gross earnings","Maximum contribution","2001",,"Units",,175784,
"Hungary","1","Annual gross earnings","Maximum contribution","2002",,"Units",,189508,
"Hungary","1","Annual gross earnings","Maximum contribution","2003",,"Units",,331967.5,
"Hungary","1","Annual gross earnings","Maximum contribution","2004",,"Units",,451095,
"Hungary","1","Annual gross earnings","Maximum contribution","2005",,"Units",,510051,
"Hungary","1","Annual gross earnings","Maximum contribution","2006",,"Units",,537663.25,
"Hungary","1","Annual gross earnings","Maximum contribution","2007",,"Units",,573652.25,
"Hungary","1","Annual gross earnings","Maximum contribution","2008",,"Units",,678015,
"Hungary","1","Annual gross earnings","Maximum contribution","2009",,"Units",,707370,
"Hungary","1","Annual gross earnings","Maximum contribution","2010",,"Units",,708063.5,
"Hungary","1","Annual gross earnings","Maximum contribution","2011",,"Units",,766500,
"Hungary","1","Annual gross earnings","Maximum contribution","2012",,"Units",,794220,
"Hungary","1","Annual gross earnings","% of payment given as relief from personal income tax","2000",,"Units",,25,
"Hungary","1","Annual gross earnings","% of payment given as relief from personal income tax","2001",,"Units",,25,
"Hungary","1","Annual gross earnings","% of payment given as relief from personal income tax","2002",,"Units",,25,
"Hungary","1","Annual gross earnings","% of payment given as relief from personal income tax","2003",,"Units",,25,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2000",,"Units",,4065,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2001",,"Units",,4826,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2002",,"Units",,5440,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2003",,"Units",,5576,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2004",,"Units",,5738,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2005",,"Units",,6075,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2006",,"Units",,6314,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2007",,"Units",,7103,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2008",,"Units",,7534,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2009",,"Units",,8400,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2010",,"Units",,8400,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2011",,"Units",,9182,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2012",,"Units",,9600,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2013",,"Units",,9900,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2014",,"Units",,10159,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2015",,"Units",,10464,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2016",,"Units",,10956,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2017",,"Units",,11175,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2018",,"Units",,11454,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2019",,"Units",,11740,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2020",,"Units",,12034,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2021",,"Units",,12334,
"Iceland","1","Taxable income measured for central government tax purposes","Lump sum charge","2022",,"Units",,13284,
"Iceland","2","Annual gross earnings","01 Marginal rate","2000",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2001",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2002",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2003",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2004",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2005",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2006",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2007",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2008",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2009",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2010",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2011",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2012",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2013",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2014",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2015",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2016",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2017",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2018",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2019",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2020",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2021",,"Units",,4,
"Iceland","2","Annual gross earnings","01 Marginal rate","2022",,"Units",,4,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2000",,"Units",,761861,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2001",,"Units",,781579,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2002",,"Units",,809611,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2003",,"Units",,835019,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2004",,"Units",,855288,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2005",,"Units",,855231,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2006",,"Units",,900732,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2007",,"Units",,1080067,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2008",,"Units",,1143362,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2009",,"Units",,1361468,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2010",,"Units",,1425218,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2011",,"Units",,1421780,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2012",,"Units",,1495407,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2013",,"Units",,1559003,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2014",,"Units",,1624601,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2015",,"Units",,1637597.855228,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2016",,"Units",,1678001.615944,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2017",,"Units",,1718679,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2018",,"Units",,1750782,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2019",,"Units",,1833671,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2020",,"Units",,1870828,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2021",,"Units",,1938025,
"Iceland","1","Taxable income measured for central government tax purposes","01 Lower threshold","2022",,"Units",,2057211,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2000",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2001",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2002",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2003",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2004",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2005",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2006",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2007",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2008",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2009",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2010",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2011",,"Units",,100,
"Iceland","2","Annual gross earnings","% of payment given as relief from personal income tax","2012",,"Units",,100,
